,command,orig,intent,entity
10505,по воде вперед,по воде вперед,pirate_swim,ship_direction
10506,плавают шторки,кролем плыву вперед,pirate_swim,ship_direction
10507,кролик снизу плыл,кролем плыву снизу,pirate_swim,ship_direction
10508,уплываю отсюда правее,уплываю отсюда правее,pirate_swim,ship_direction
10509,с левой ухожу отсюда я стороны,уплываю отсюда слева,pirate_swim,ship_direction
10510,я отплыл пирата лучше,уплываю пиратом правее,pirate_swim,ship_direction
10511,по воде вверху,по воде сверху,pirate_swim,ship_direction
10512,греби пират направо,пират греби направо,pirate_swim,ship_direction
10513,слева уплываю пиратом,уплываю пиратом слева,pirate_swim,ship_direction
10514,я сторону по правую плыву,кролем плыву правее,pirate_swim,ship_direction
10515,пират направо как плыву,уплываю пиратом вправо,pirate_swim,ship_direction
10516,сверху плавал кролик,кролем плыву сверху,pirate_swim,ship_direction
10517,плаваю я правым,кролем плыву правее,pirate_swim,ship_direction
10518,пираты гребут вниз,пират греби ниже,pirate_swim,ship_direction
10519,я плавал ниже,я поплыл ниже,pirate_swim,ship_direction
10520,кролем сверху плыву,кролем плыву сверху,pirate_swim,ship_direction
10521,я уплываю с пиратом слева,уплываю пиратом справа,pirate_swim,ship_direction
10522,пират левее греби,пират греби левее,pirate_swim,ship_direction
10523,я в левую отсюда ухожу сторону,уплываю отсюда влево,pirate_swim,ship_direction
10524,я плавал налево,я поплыл левее,pirate_swim,ship_direction
10525,налево теперь,ну что поплыли левее,pirate_swim,ship_direction
10526,ниже гребцы пиратские,пират греби ниже,pirate_swim,ship_direction
10527,плыву я с пиратами слева,уплываю пиратом справа,pirate_swim,ship_direction
10528,отсюда убираюсь слева,уплываю отсюда справа,pirate_swim,ship_direction
10529,ну что поплыли ниже,ну что поплыли ниже,pirate_swim,ship_direction
10530,я сюда ухожу,уплываю отсюда сверху,pirate_swim,ship_direction
10531,иди к пирату,пират греби выше,pirate_swim,ship_direction
10532,уплываю левее пирата,уплываю пиратом левее,pirate_swim,ship_direction
10533,не могу поверить что мы поднялись так высоко,ну что поплыли выше,pirate_swim,ship_direction
10534,слева плыву с пиратом я,уплываю пиратом слева,pirate_swim,ship_direction
10535,убираюсь на левую отсюда сторону,уплываю отсюда левее,pirate_swim,ship_direction
10536,брасом слева,брасом слева,pirate_swim,ship_direction
10537,я плачу с пиратами,уплываю пиратом вверх,pirate_swim,ship_direction
10538,ну что поплыли вверх,ну что поплыли вверх,pirate_swim,ship_direction
10539,пиратский ниже гребец,пират греби ниже,pirate_swim,ship_direction
10540,я сверху отсюда вон ухожу,уплываю отсюда сверху,pirate_swim,ship_direction
10541,пиратом уплываю налево,уплываю пиратом налево,pirate_swim,ship_direction
10542,я отплываю,уплываю отсюда назад,pirate_swim,ship_direction
10543,я кролем плыву слева,кролем плыву слева,pirate_swim,ship_direction
10544,кролик наверх плыву,кролем плыву наверх,pirate_swim,ship_direction
10545,выше запястье,брасом выше,pirate_swim,ship_direction
10546,на левом вы плыли ну что берегу,ну что поплыли левее,pirate_swim,ship_direction
10547,выше поплыл я,я поплыл выше,pirate_swim,ship_direction
10548,я плавал направо,я поплыл вправо,pirate_swim,ship_direction
10549,кролик я плыву налево,кролем плыву левее,pirate_swim,ship_direction
10550,что ты делал справа,ну что поплыли справа,pirate_swim,ship_direction
10551,вправо брасом,брасом вправо,pirate_swim,ship_direction
10552,я направо пошел,я поплыл справа,pirate_swim,ship_direction
10553,с ними что не так,ну что поплыли вниз,pirate_swim,ship_direction
10554,плыву я правее,кролем плыву правее,pirate_swim,ship_direction
10555,я вниз спустился,я поплыл снизу,pirate_swim,ship_direction
10556,я думаю мы на днях,ну что поплыли ниже,pirate_swim,ship_direction
10557,упал я вниз,я поплыл вниз,pirate_swim,ship_direction
10558,убираюсь отсюда ниже,уплываю отсюда выше,pirate_swim,ship_direction
10559,что мы наделали,ну что поплыли назад,pirate_swim,ship_direction
10560,убираюсь отсюда сторону на левую,уплываю отсюда левее,pirate_swim,ship_direction
10561,справа мяч,брасом налево,pirate_swim,ship_direction
10562,я с пираткой сверху уплыл,уплываю пиратом сверху,pirate_swim,ship_direction
10563,левее греби пират,пират греби левее,pirate_swim,ship_direction
10564,я ухожу отсюда лучше,уплываю отсюда правее,pirate_swim,ship_direction
10565,назад по воде,по воде назад,pirate_swim,ship_direction
10566,над кроликом парю я,кролем плыву выше,pirate_swim,ship_direction
10567,уплываю я отсюда,уплываю отсюда вниз,pirate_swim,ship_direction
10568,пираты гребцы слева,пират греби вправо,pirate_swim,ship_direction
10569,ниже ухожу отсюда я,уплываю отсюда снизу,pirate_swim,ship_direction
10570,пираты вниз гребут,пират греби вниз,pirate_swim,ship_direction
10571,пришли поверить что они не могу сверху,ну что поплыли сверху,pirate_swim,ship_direction
10572,пирата левее уплываю,уплываю пиратом левее,pirate_swim,ship_direction
10573,справа рисунок,брасом левее,pirate_swim,ship_direction
10574,плавал я влево,я поплыл влево,pirate_swim,ship_direction
10575,ниже по воду,по воде ниже,pirate_swim,ship_direction
10576,внизу они ну что,ну что поплыли вниз,pirate_swim,ship_direction
10577,наверх по воде,по воде наверх,pirate_swim,ship_direction
10578,с пиратом плыву я слева,уплываю пиратом слева,pirate_swim,ship_direction
10579,мы взгляд на мой слева,ну что поплыли справа,pirate_swim,ship_direction
10580,с пираткой плыл налево я,уплываю пиратом налево,pirate_swim,ship_direction
10581,я справа поплыл,я поплыл справа,pirate_swim,ship_direction
10582,уплываю пиратом налево,уплываю пиратом налево,pirate_swim,ship_direction
10583,пиратом уплываю назад,уплываю пиратом назад,pirate_swim,ship_direction
10584,пираты справа,пират греби справа,pirate_swim,ship_direction
10585,я ухожу отсюда в правую сторону,уплываю отсюда вправо,pirate_swim,ship_direction
10586,влево брасом,брасом влево,pirate_swim,ship_direction
10587,браслет слева,брасом налево,pirate_swim,ship_direction
10588,пират лезь вниз,пират греби вниз,pirate_swim,ship_direction
10589,назад иди пират,пират греби назад,pirate_swim,ship_direction
10590,вы ну что ниже плыли,ну что поплыли ниже,pirate_swim,ship_direction
10591,влево плавал я,я поплыл левее,pirate_swim,ship_direction
10592,пиратский вернулся гребец в россию,пират греби назад,pirate_swim,ship_direction
10593,пираты налево,пират греби налево,pirate_swim,ship_direction
10594,поднимемся давай,ну что поплыли наверх,pirate_swim,ship_direction
10595,налево вы плыли ну что,ну что поплыли направо,pirate_swim,ship_direction
10596,налево кролик плыву,кролем плыву левее,pirate_swim,ship_direction
10597,уплываю справа пиратом,уплываю пиратом справа,pirate_swim,ship_direction
10598,справа пиратом уплываю,уплываю пиратом справа,pirate_swim,ship_direction
10599,пиратом плыву вправо я,уплываю пиратом вправо,pirate_swim,ship_direction
10600,упал я,я поплыл вниз,pirate_swim,ship_direction
10601,кролем плыву налево,кролем плыву налево,pirate_swim,ship_direction
10602,иди пират выше,пират греби выше,pirate_swim,ship_direction
10603,я снизу плавал,я поплыл снизу,pirate_swim,ship_direction
10604,поплыли ну что выше,ну что поплыли выше,pirate_swim,ship_direction
10605,пират наверх иди,пират греби наверх,pirate_swim,ship_direction
10606,уплываю отсюда выше,уплываю отсюда выше,pirate_swim,ship_direction
10607,я кролем вверх плыл,кролем плыву вверх,pirate_swim,ship_direction
10608,скатываются занавесы вниз,кролем плыву вниз,pirate_swim,ship_direction
10609,поплыли ну что правее,ну что поплыли правее,pirate_swim,ship_direction
10610,я я сверху спускаюсь плыву,кролем плыву сверху,pirate_swim,ship_direction
10611,налево уезжаю отсюда я,уплываю отсюда правее,pirate_swim,ship_direction
10612,уплываю пиратом вниз,уплываю пиратом вниз,pirate_swim,ship_direction
10613,ровер влево плывет,пират греби левее,pirate_swim,ship_direction
10614,мяч слева,брасом налево,pirate_swim,ship_direction
10615,лучше по воде,по воде правее,pirate_swim,ship_direction
10616,пират гребите налево,пират греби налево,pirate_swim,ship_direction
10617,летаю я в воздух,кролем плыву вверх,pirate_swim,ship_direction
10618,я отсюда ухожу направо,уплываю отсюда правее,pirate_swim,ship_direction
10619,плывет кролик выше,кролем плыву выше,pirate_swim,ship_direction
10620,пошел я направо,я поплыл направо,pirate_swim,ship_direction
10621,пираты слева,пират греби справа,pirate_swim,ship_direction
10622,отсюда уплываю назад,уплываю отсюда назад,pirate_swim,ship_direction
10623,уплываю ниже пиратом,уплываю пиратом ниже,pirate_swim,ship_direction
10624,брасом наверх,брасом наверх,pirate_swim,ship_direction
10625,я лучше плаваю,я поплыл правее,pirate_swim,ship_direction
10626,ну что же мы теперь делаем,ну что поплыли вперед,pirate_swim,ship_direction
10627,отсюда я налево плыву,уплываю отсюда влево,pirate_swim,ship_direction
10628,ровер по левой плыл стороне,пират греби налево,pirate_swim,ship_direction
10629,пиратский выше выше и гребец,пират греби выше,pirate_swim,ship_direction
10630,плыву я выше пирата,уплываю пиратом выше,pirate_swim,ship_direction
10631,я ниже поплыл,я поплыл ниже,pirate_swim,ship_direction
10632,ну что поплыли назад,ну что поплыли назад,pirate_swim,ship_direction
10633,я отсюда уплываю,уплываю отсюда вниз,pirate_swim,ship_direction
10634,ну что сделали же мы,ну что поплыли наверх,pirate_swim,ship_direction
10635,я на левую отсюда ухожу сторону,уплываю отсюда левее,pirate_swim,ship_direction
10636,налево же мы ну что плыли,ну что поплыли налево,pirate_swim,ship_direction
10637,уплываю отсюда слева,уплываю отсюда слева,pirate_swim,ship_direction
10638,внизу с веревкой,брасом снизу,pirate_swim,ship_direction
10639,в россию гребец вернулся пиратский,пират греби назад,pirate_swim,ship_direction
10640,вниз по воде,по воде вверх,pirate_swim,ship_direction
10641,налево плавала я,я поплыл левее,pirate_swim,ship_direction
10642,я отсюда отплываю,уплываю отсюда вверх,pirate_swim,ship_direction
10643,я ухожу отсюда немного ниже,уплываю отсюда ниже,pirate_swim,ship_direction
10644,вверх по воде,по воде выше,pirate_swim,ship_direction
10645,ну что вы плыли выше,ну что поплыли выше,pirate_swim,ship_direction
10646,я лучше поплыл,я поплыл правее,pirate_swim,ship_direction
10647,отсюда ухожу я вниз,уплываю отсюда вверх,pirate_swim,ship_direction
10648,я л пош вперед,я поплыл вперед,pirate_swim,ship_direction
10649,ворон поплыл налево,кролем плыву левее,pirate_swim,ship_direction
10650,я плыл наверх кролем,кролем плыву наверх,pirate_swim,ship_direction
10651,гребут пираты,пират греби вверх,pirate_swim,ship_direction
10652,по воде вверх,по воде наверх,pirate_swim,ship_direction
10653,я пош л вперед,я поплыл вперед,pirate_swim,ship_direction
10654,брасом левее,брасом левее,pirate_swim,ship_direction
10655,уплываю назад пиратом,уплываю пиратом назад,pirate_swim,ship_direction
10656,направо по воде,по воде правее,pirate_swim,ship_direction
10657,вниз гребут пираты,пират греби ниже,pirate_swim,ship_direction
10658,миниатюра,брасом ниже,pirate_swim,ship_direction
10659,отплываю я как пират,уплываю пиратом вниз,pirate_swim,ship_direction
10660,пираты гребут вверх,пират греби наверх,pirate_swim,ship_direction
10661,я плыву с пиратами слева,уплываю пиратом справа,pirate_swim,ship_direction
10662,плывут занавесы направо,кролем плыву вправо,pirate_swim,ship_direction
10663,следовать по воде,по воде вперед,pirate_swim,ship_direction
10664,я отплыл с пиратом,уплываю пиратом вперед,pirate_swim,ship_direction
10665,я уплыл с пиратом сверху,уплываю пиратом сверху,pirate_swim,ship_direction
10666,теперь направо,ну что поплыли правее,pirate_swim,ship_direction
10667,я с кроликом плавал,кролем плыву вверх,pirate_swim,ship_direction
10668,я отплыл с пиратом налево,уплываю пиратом налево,pirate_swim,ship_direction
10669,уплываю вверх отсюда,уплываю отсюда вверх,pirate_swim,ship_direction
10670,плыл кролем снизу,кролем плыву снизу,pirate_swim,ship_direction
10671,сторону вы плыли в левую ну что,ну что поплыли влево,pirate_swim,ship_direction
10672,запястье вперед,брасом вперед,pirate_swim,ship_direction
10673,продолжает ровер грести,пират греби вперед,pirate_swim,ship_direction
10674,пош я л вверх,я поплыл вверх,pirate_swim,ship_direction
10675,пират слева гребите,пират греби слева,pirate_swim,ship_direction
10676,давай поднимемся,ну что поплыли наверх,pirate_swim,ship_direction
10677,я плавал влево,я поплыл влево,pirate_swim,ship_direction
10678,вниз бросьте,брасом вниз,pirate_swim,ship_direction
10679,уплываю отсюда сверху,уплываю отсюда сверху,pirate_swim,ship_direction
10680,я плыл вниз кролем,кролем плыву вниз,pirate_swim,ship_direction
10681,плавал я с кроликом,кролем плыву наверх,pirate_swim,ship_direction
10682,шторки плавают,кролем плыву вперед,pirate_swim,ship_direction
10683,греби пират справа,пират греби справа,pirate_swim,ship_direction
10684,я плыву с пиратом,уплываю пиратом наверх,pirate_swim,ship_direction
10685,ровер продолжает грести,пират греби вперед,pirate_swim,ship_direction
10686,ну что правее поплыли,ну что поплыли правее,pirate_swim,ship_direction
10687,я кролем назад иду,кролем плыву назад,pirate_swim,ship_direction
10688,выше отсюда уплываю,уплываю отсюда выше,pirate_swim,ship_direction
10689,я поплыл вправо,я поплыл вправо,pirate_swim,ship_direction
10690,правее поплыл я,я поплыл правее,pirate_swim,ship_direction
10691,кролик плыл снизу,кролем плыву снизу,pirate_swim,ship_direction
10692,уплываю вправо пиратом,уплываю пиратом вправо,pirate_swim,ship_direction
10693,кролем плыву снизу,кролем плыву снизу,pirate_swim,ship_direction
10694,ну что поплыли вперед,ну что поплыли вперед,pirate_swim,ship_direction
10695,кролик я наверх плыву,кролем плыву наверх,pirate_swim,ship_direction
10696,я с пиратами плачу,уплываю пиратом вверх,pirate_swim,ship_direction
10697,я плыву налево отсюда,уплываю отсюда налево,pirate_swim,ship_direction
10698,лучше брасома,брасом правее,pirate_swim,ship_direction
10699,правее пиратом уплываю,уплываю пиратом правее,pirate_swim,ship_direction
10700,я плавал снизу,я поплыл снизу,pirate_swim,ship_direction
10701,я пират как отплываю,уплываю пиратом вниз,pirate_swim,ship_direction
10702,кролем справа плыл,кролем плыву справа,pirate_swim,ship_direction
10703,брошь вниз,брасом вниз,pirate_swim,ship_direction
10704,уплываю пиратом левее,уплываю пиратом левее,pirate_swim,ship_direction
10705,назад брасом,брасом назад,pirate_swim,ship_direction
10706,пират направо поверни,пират греби вправо,pirate_swim,ship_direction
10707,по левому плывет ровер краю,пират греби налево,pirate_swim,ship_direction
10708,не верится что мы так высоко поднялись,ну что поплыли выше,pirate_swim,ship_direction
10709,брасом справа,брасом справа,pirate_swim,ship_direction
10710,я налево поплыл,я поплыл налево,pirate_swim,ship_direction
10711,уплываю влево пиратом,уплываю пиратом влево,pirate_swim,ship_direction
10712,я плыву отсюда налево,уплываю отсюда левее,pirate_swim,ship_direction
10713,кролик плывет ниже,кролем плыву ниже,pirate_swim,ship_direction
10714,греби пират вперед,пират греби вперед,pirate_swim,ship_direction
10715,я поплыл направо,я поплыл направо,pirate_swim,ship_direction
10716,пираты лезут вверх,пират греби наверх,pirate_swim,ship_direction
10717,я плавал сверху,я поплыл сверху,pirate_swim,ship_direction
10718,поплыла я выше,я поплыл выше,pirate_swim,ship_direction
10719,что не верю мы сюда пришли,ну что поплыли сверху,pirate_swim,ship_direction
10720,вверх греби пират,пират греби вверх,pirate_swim,ship_direction
10721,оттуда плыву слева я,уплываю отсюда слева,pirate_swim,ship_direction
10722,я направо поплыл,я поплыл направо,pirate_swim,ship_direction
10723,снизу по воде,по воде снизу,pirate_swim,ship_direction
10724,справа греби пират,пират греби справа,pirate_swim,ship_direction
10725,по моему мы справа,ну что поплыли вправо,pirate_swim,ship_direction
10726,пират наверх греби,пират греби наверх,pirate_swim,ship_direction
10727,я поплыл сверху,я поплыл сверху,pirate_swim,ship_direction
10728,я пойду с кроликом налево,кролем плыву налево,pirate_swim,ship_direction
10729,я д отсюда впер ухожу,уплываю отсюда вперед,pirate_swim,ship_direction
10730,я уплываю отсюда,уплываю отсюда вниз,pirate_swim,ship_direction
10731,выше плавала я,я поплыл ниже,pirate_swim,ship_direction
10732,поплыл кролик направо,кролем плыву вправо,pirate_swim,ship_direction
10733,по воде идем мы,по воде вперед,pirate_swim,ship_direction
10734,пиратом уплываю ниже,уплываю пиратом ниже,pirate_swim,ship_direction
10735,вверх поплыл я,я поплыл вверх,pirate_swim,ship_direction
10736,вперед пиратом уплываю,уплываю пиратом вперед,pirate_swim,ship_direction
10737,я правым плаваю,кролем плыву правее,pirate_swim,ship_direction
10738,краю по правому,по воде направо,pirate_swim,ship_direction
10739,кролем направо плыву,кролем плыву направо,pirate_swim,ship_direction
10740,пират гребите слева,пират греби слева,pirate_swim,ship_direction
10741,по воде направо,по воде вправо,pirate_swim,ship_direction
10742,я немного отсюда ухожу ниже,уплываю отсюда ниже,pirate_swim,ship_direction
10743,так теперь налево,ну что поплыли налево,pirate_swim,ship_direction
10744,плавал я налево,я поплыл справа,pirate_swim,ship_direction
10745,занавесы плывут влево,кролем плыву влево,pirate_swim,ship_direction
10746,отсюда уплываю справа,уплываю отсюда справа,pirate_swim,ship_direction
10747,я плаваю с пиратами налево,уплываю пиратом направо,pirate_swim,ship_direction
10748,я уплываю слева с пиратом,уплываю пиратом справа,pirate_swim,ship_direction
10749,пират левее гребите,пират греби левее,pirate_swim,ship_direction
10750,я пират как отплыл,уплываю пиратом снизу,pirate_swim,ship_direction
10751,вниз гредут пираты,пират греби вниз,pirate_swim,ship_direction
10752,слева занавесы плывут,кролем плыву слева,pirate_swim,ship_direction
10753,пиратом налево уплываю,уплываю пиратом налево,pirate_swim,ship_direction
10754,впер ухожу отсюда я д,уплываю отсюда вперед,pirate_swim,ship_direction
10755,отсюда уплываю вниз,уплываю отсюда вниз,pirate_swim,ship_direction
10756,отсюда уплываю правее,уплываю отсюда правее,pirate_swim,ship_direction
10757,что делал ты справа,ну что поплыли справа,pirate_swim,ship_direction
10758,мы взгляд на мой справа,ну что поплыли слева,pirate_swim,ship_direction
10759,справа бром,брасом влево,pirate_swim,ship_direction
10760,же ты ну что сделал,ну что поплыли правее,pirate_swim,ship_direction
10761,я плыла вверх,я поплыл вверх,pirate_swim,ship_direction
10762,пиратский гребец вернулся в россию,пират греби назад,pirate_swim,ship_direction
10763,я выхожу отсюда налево,уплываю отсюда левее,pirate_swim,ship_direction
10764,кульсом слева,брасом правее,pirate_swim,ship_direction
10765,по правой стороне,по воде направо,pirate_swim,ship_direction
10766,пират греби сверху,пират греби сверху,pirate_swim,ship_direction
10767,пират вниз греби,пират греби вниз,pirate_swim,ship_direction
10768,справа кульсом,брасом правее,pirate_swim,ship_direction
10769,я иду пиратом направо,уплываю пиратом направо,pirate_swim,ship_direction
10770,уплываю пиратом снизу,уплываю пиратом снизу,pirate_swim,ship_direction
10771,уплываю отсюда влево,уплываю отсюда влево,pirate_swim,ship_direction
10772,пиратом уплываю слева,уплываю пиратом справа,pirate_swim,ship_direction
10773,наверх плыл я,я поплыл вверх,pirate_swim,ship_direction
10774,ниже по воде,по воде ниже,pirate_swim,ship_direction
10775,я плыву с пиратом слева,уплываю пиратом слева,pirate_swim,ship_direction
10776,краю по левому,по воде слева,pirate_swim,ship_direction
10777,слева браслет,брасом слева,pirate_swim,ship_direction
10778,пират сверху греби,пират греби сверху,pirate_swim,ship_direction
10779,я плыву влево пиратом,уплываю пиратом влево,pirate_swim,ship_direction
10780,я сверху поплыл,я поплыл сверху,pirate_swim,ship_direction
10781,влево поплыл я,я поплыл влево,pirate_swim,ship_direction
10782,я плавал выше,я поплыл выше,pirate_swim,ship_direction
10783,вернемся давайте,ну что поплыли назад,pirate_swim,ship_direction
10784,налево пиратом уплываю,уплываю пиратом налево,pirate_swim,ship_direction
10785,кролем назад плыву,кролем плыву назад,pirate_swim,ship_direction
10786,запястья вниз,брасом вниз,pirate_swim,ship_direction
10787,к пирату иди,пират греби выше,pirate_swim,ship_direction
10788,уплываю пиратом справа,уплываю пиратом справа,pirate_swim,ship_direction
10789,ну что же ты сделал,ну что поплыли правее,pirate_swim,ship_direction
10790,поплыл я назад,я поплыл назад,pirate_swim,ship_direction
10791,ну что вы ниже плыли,ну что поплыли ниже,pirate_swim,ship_direction
10792,пират греби вправо,пират греби вправо,pirate_swim,ship_direction
10793,влево по воде,по воде влево,pirate_swim,ship_direction
10794,плыла я вверх,я поплыл вниз,pirate_swim,ship_direction
10795,занавесы плывут направо,кролем плыву вправо,pirate_swim,ship_direction
10796,пиратские гребцы ниже,пират греби ниже,pirate_swim,ship_direction
10797,отплыла я с пиратами,уплываю пиратом вперед,pirate_swim,ship_direction
10798,ну что они сверху плыли,ну что поплыли сверху,pirate_swim,ship_direction
10799,брасом лучше,брасом правее,pirate_swim,ship_direction
10800,пират как исправляюсь,уплываю пиратом назад,pirate_swim,ship_direction
10801,ты ну что делал справа,ну что поплыли справа,pirate_swim,ship_direction
10802,пиратские выше гребцы,пират греби выше,pirate_swim,ship_direction
10803,слезай пират,пират греби вниз,pirate_swim,ship_direction
10804,вниз упал я,я поплыл вниз,pirate_swim,ship_direction
10805,кролем вправо плыву,кролем плыву вправо,pirate_swim,ship_direction
10806,наверх пиратом уплываю,уплываю пиратом наверх,pirate_swim,ship_direction
10807,лежу я направо,кролем плыву направо,pirate_swim,ship_direction
10808,я летаю в воздух,кролем плыву вверх,pirate_swim,ship_direction
10809,слышу я назад,кролем плыву назад,pirate_swim,ship_direction
10810,налево плыл я с пираткой,уплываю пиратом налево,pirate_swim,ship_direction
10811,плыл я наверх кролем,кролем плыву наверх,pirate_swim,ship_direction
10812,я иду пиратом вперед,уплываю пиратом вперед,pirate_swim,ship_direction
10813,пират лезь влево,пират греби влево,pirate_swim,ship_direction
10814,давай верн мся,ну что поплыли назад,pirate_swim,ship_direction
10815,оттуда я налево плыву,уплываю отсюда влево,pirate_swim,ship_direction
10816,я плаваю как пират,уплываю пиратом ниже,pirate_swim,ship_direction
10817,с этого момента направо,уплываю отсюда вправо,pirate_swim,ship_direction
10818,я из подвалов уезжаю,уплываю отсюда снизу,pirate_swim,ship_direction
10819,по воде сверху,по воде снизу,pirate_swim,ship_direction
10820,брасом снизу,брасом снизу,pirate_swim,ship_direction
10821,сделал же ты ну что,ну что поплыли правее,pirate_swim,ship_direction
10822,я ухожу на левую отсюда сторону,уплываю отсюда левее,pirate_swim,ship_direction
10823,уезжаю я отсюда налево,уплываю отсюда правее,pirate_swim,ship_direction
10824,немного ухожу отсюда я ниже,уплываю отсюда ниже,pirate_swim,ship_direction
10825,пират правде греби,пират греби правее,pirate_swim,ship_direction
10826,плыву как направо пират,уплываю пиратом вправо,pirate_swim,ship_direction
10827,с этого направо момента,уплываю отсюда вправо,pirate_swim,ship_direction
10828,снизу спускаюсь я я плыву,кролем плыву снизу,pirate_swim,ship_direction
10829,налево я плыву отсюда,уплываю отсюда влево,pirate_swim,ship_direction
10830,я иду в левую сторону,уплываю отсюда влево,pirate_swim,ship_direction
10831,я повыше плавал,я поплыл выше,pirate_swim,ship_direction
10832,я плыву правее,кролем плыву правее,pirate_swim,ship_direction
10833,снизу поплыли ну что,ну что поплыли снизу,pirate_swim,ship_direction
10834,я пош справа л,я поплыл справа,pirate_swim,ship_direction
10835,я как плаваю пират,уплываю пиратом ниже,pirate_swim,ship_direction
10836,вперед по воде,по воде вперед,pirate_swim,ship_direction
10837,по воде снизу,по воде снизу,pirate_swim,ship_direction
10838,я отсюда налево пойду,уплываю отсюда налево,pirate_swim,ship_direction
10839,пират греби налево,пират греби налево,pirate_swim,ship_direction
10840,я поплыл вверх,я поплыл вверх,pirate_swim,ship_direction
10841,ниже плыли вы ну что,ну что поплыли ниже,pirate_swim,ship_direction
10842,справа уплываю отсюда я,уплываю отсюда справа,pirate_swim,ship_direction
10843,как плаваю я пират,уплываю пиратом наверх,pirate_swim,ship_direction
10844,я наверх плыл,я поплыл вверх,pirate_swim,ship_direction
10845,брасом влево,брасом влево,pirate_swim,ship_direction
10846,вправо по воде,по воде вправо,pirate_swim,ship_direction
10847,наверх отсюда уплываю,уплываю отсюда наверх,pirate_swim,ship_direction
10848,я направо с пиратом отплыл,уплываю пиратом правее,pirate_swim,ship_direction
10849,брошь назад,брасом назад,pirate_swim,ship_direction
10850,назад запястье,брасом назад,pirate_swim,ship_direction
10851,я ухожу вон отсюда сверху,уплываю отсюда сверху,pirate_swim,ship_direction
10852,я поплыл наверх,я поплыл наверх,pirate_swim,ship_direction
10853,ну что на левом плыли вы берегу,ну что поплыли левее,pirate_swim,ship_direction
10854,я сверху плыла,я поплыл сверху,pirate_swim,ship_direction
10855,лезь пират вверх,пират греби вверх,pirate_swim,ship_direction
10856,отсюда плыву я слева,уплываю отсюда слева,pirate_swim,ship_direction
10857,я упал,я поплыл вниз,pirate_swim,ship_direction
10858,сверху уплыл я с пираткой,уплываю пиратом сверху,pirate_swim,ship_direction
10859,налево по воде,по воде правее,pirate_swim,ship_direction
10860,давай пират,пират греби вперед,pirate_swim,ship_direction
10861,плыву налево кролик,кролем плыву левее,pirate_swim,ship_direction
10862,вправо отсюда уплываю,уплываю отсюда вправо,pirate_swim,ship_direction
10863,плыву я влево пиратом,уплываю пиратом влево,pirate_swim,ship_direction
10864,направо ухожу отсюда я,уплываю отсюда правее,pirate_swim,ship_direction
10865,я уплыву как пират,уплываю пиратом сверху,pirate_swim,ship_direction
10866,на мой взгляд мы слева,ну что поплыли справа,pirate_swim,ship_direction
10867,греби пират вниз,пират греби вниз,pirate_swim,ship_direction
10868,не могу поверить что пришли мы сверху,ну что поплыли сверху,pirate_swim,ship_direction
10869,по воде вниз,по воде вверх,pirate_swim,ship_direction
10870,я плаваю с левым пиратом,уплываю пиратом слева,pirate_swim,ship_direction
10871,я сверху с пиратами плаваю,уплываю пиратом снизу,pirate_swim,ship_direction
10872,отсюда уплываю вперед,уплываю отсюда вперед,pirate_swim,ship_direction
10873,я с пиратами плыву вниз,уплываю пиратом вниз,pirate_swim,ship_direction
10874,налево пош л я,я поплыл налево,pirate_swim,ship_direction
10875,я плавал с кроликом,кролем плыву вверх,pirate_swim,ship_direction
10876,иди пират направо,пират греби направо,pirate_swim,ship_direction
10877,пиратом уплываю сверху,уплываю пиратом сверху,pirate_swim,ship_direction
10878,я наверх л пош,я поплыл наверх,pirate_swim,ship_direction
10879,я ухожу отсюда направо,уплываю отсюда правее,pirate_swim,ship_direction
10880,уплываю отсюда вправо,уплываю отсюда вправо,pirate_swim,ship_direction
10881,по воде наверх,по воде наверх,pirate_swim,ship_direction
10882,я налево лежал,кролем плыву направо,pirate_swim,ship_direction
10883,отплываю я отсюда,уплываю отсюда вверх,pirate_swim,ship_direction
10884,правее отсюда уплываю,уплываю отсюда правее,pirate_swim,ship_direction
10885,справа плыву кролем,кролем плыву справа,pirate_swim,ship_direction
10886,направа момента с того,уплываю отсюда вправо,pirate_swim,ship_direction
10887,по воде по правому борту,по воде направо,pirate_swim,ship_direction
10888,пиратом иду направо я,уплываю пиратом направо,pirate_swim,ship_direction
10889,ну что вы выше плыли,ну что поплыли выше,pirate_swim,ship_direction
10890,я пош л назад,я поплыл назад,pirate_swim,ship_direction
10891,на верху с веревкой,брасом сверху,pirate_swim,ship_direction
10892,я направо плавал,я поплыл направо,pirate_swim,ship_direction
10893,с кроликом пойду я,кролем плыву вперед,pirate_swim,ship_direction
10894,кролик плавал сверху,кролем плыву сверху,pirate_swim,ship_direction
10895,пиратский гребец выше выше и,пират греби выше,pirate_swim,ship_direction
10896,я поплыл ниже,я поплыл ниже,pirate_swim,ship_direction
10897,уплываю отсюда вниз,уплываю отсюда вниз,pirate_swim,ship_direction
10898,внизу по воде,по воде сверху,pirate_swim,ship_direction
10899,по воде борту по правому,по воде направо,pirate_swim,ship_direction
10900,я уезжаю отсюда налево,уплываю отсюда правее,pirate_swim,ship_direction
10901,я иду направо пиратом,уплываю пиратом направо,pirate_swim,ship_direction
10902,я лучше пойду,уплываю отсюда правее,pirate_swim,ship_direction
10903,я плыву с пиратом снизу,уплываю пиратом снизу,pirate_swim,ship_direction
