,Unnamed: 0,command,orig,intent,entity
8675,8297,иду на шар,иду на шар,move_pirate_by_tile,tile
8676,8298,на указатель потопаю,потопчусь на указатель,move_pirate_by_tile,tile
8677,8299,быстро пустыня идет,пустыня быстро,move_pirate_by_tile,tile
8678,8300,на поляна вернусь,вернусь на поляна,move_pirate_by_tile,tile
8679,8301,за льдом пойду я,иду на лед,move_pirate_by_tile,tile
8680,8302,вперед в деньги,вперед в деньги,move_pirate_by_tile,tile
8681,8303,мне иди туда,людоед мне туда,move_pirate_by_tile,tile
8682,8304,я думаю шар должны пойти на воздушный мы,стоит пойти на воздушный шар,move_pirate_by_tile,tile
8683,8305,тебе нужно на сундук,стоит пойти на сундук,move_pirate_by_tile,tile
8684,8306,вам на пушку идти стоит,стоит пойти на пушка,move_pirate_by_tile,tile
8685,8307,я иду к каннибалу,иду на людоед,move_pirate_by_tile,tile
8686,8308,вернусь я на лошадь,вернусь на лошадь,move_pirate_by_tile,tile
8687,8309,я спрячусь в сокровищах,спрячусь на сокровища,move_pirate_by_tile,tile
8688,8310,к людям в гости,в гости к людоед,move_pirate_by_tile,tile
8689,8311,пойду на воздушный шар,пойду на воздушный шар,move_pirate_by_tile,tile
8690,8312,на капкан спрячусь,спрячусь на капкан,move_pirate_by_tile,tile
8691,8313,вам к крепости идти стоит,стоит пойти на крепость,move_pirate_by_tile,tile
8692,8314,на лошадь должны сесть мы,стоит пойти на конь,move_pirate_by_tile,tile
8693,8315,быстро ловушка,ловушка быстро,move_pirate_by_tile,tile
8694,8316,через пустыня,через пустыня,move_pirate_by_tile,tile
8695,8317,далее в ковчег,вперед в сундук,move_pirate_by_tile,tile
8696,8318,в лед залез я,я полез в лед,move_pirate_by_tile,tile
8697,8319,вернусь я к крокодилу,вернусь на крокодил,move_pirate_by_tile,tile
8698,8320,я крокодил упаду,потопчусь на крокодил,move_pirate_by_tile,tile
8699,8321,я с воздушным вернусь шаром,вернусь на воздушный шар,move_pirate_by_tile,tile
8700,8322,на ловушку потопаю,потопчусь на ловушка,move_pirate_by_tile,tile
8701,8323,с воздушным тону я шаром,потопчусь на шар,move_pirate_by_tile,tile
8702,8324,я полез в конь,я полез в конь,move_pirate_by_tile,tile
8703,8325,я в каннибал забрался,я полез в людоед,move_pirate_by_tile,tile
8704,8326,на бочка спрячусь,спрячусь на бочка,move_pirate_by_tile,tile
8705,8327,я пойти хочу на крокодила,пойду на крокодил,move_pirate_by_tile,tile
8706,8328,иду на пустыня,иду на пустыня,move_pirate_by_tile,tile
8707,8329,к сокровищу скорее,скорее к сокровища,move_pirate_by_tile,tile
8708,8330,через болото,через болото,move_pirate_by_tile,tile
8709,8331,я в шкаф л пош,иду на сундук,move_pirate_by_tile,tile
8710,8332,мне сокровище нужно,я полез в сокровища,move_pirate_by_tile,tile
8711,8333,иду на сокровища,иду на сокровища,move_pirate_by_tile,tile
8712,8334,я с денег вернусь,вернусь на деньги,move_pirate_by_tile,tile
8713,8335,я полез в стрелка,я полез в стрелка,move_pirate_by_tile,tile
8714,8336,попасть нужно тебе в горы,стоит пойти на горы,move_pirate_by_tile,tile
8715,8337,сокровища мне туда,сокровища мне туда,move_pirate_by_tile,tile
8716,8338,я могу зависать с лошадью,потусуюсь в лошадь,move_pirate_by_tile,tile
8717,8339,поездка к крепости,в гости к крепость,move_pirate_by_tile,tile
8718,8340,к шару лучше пойти нам,скорее к воздушный шар,move_pirate_by_tile,tile
8719,8341,спрячусь я в каннибале,спрячусь на людоед,move_pirate_by_tile,tile
8720,8342,я пошел в лес,я полез в лабиринт,move_pirate_by_tile,tile
8721,8343,на шар пойду,пойду на шар,move_pirate_by_tile,tile
8722,8344,к горы в гости,в гости к горы,move_pirate_by_tile,tile
8723,8345,мне туда горы,горы мне туда,move_pirate_by_tile,tile
8724,8346,кто туда чтобы я пошел хочет,конь мне туда,move_pirate_by_tile,tile
8725,8347,я на поляну сплю,спрячусь на поляна,move_pirate_by_tile,tile
8726,8348,я в крокодил вернусь,вернусь на крокодил,move_pirate_by_tile,tile
8727,8349,я знаку к указательному побегу,сбегаю в указатель,move_pirate_by_tile,tile
8728,8350,лучше обращайтесь к указателю,скорее к указатель,move_pirate_by_tile,tile
8729,8351,лед быстро бежит,лед быстро,move_pirate_by_tile,tile
8730,8352,в пустынь пойду я,пойду на пустыня,move_pirate_by_tile,tile
8731,8353,усилий стоят джунгли,стоит пойти на джунгли,move_pirate_by_tile,tile
8732,8354,к воздушный скорее шар,скорее к воздушный шар,move_pirate_by_tile,tile
8733,8355,на лед иду,иду на лед,move_pirate_by_tile,tile
8734,8356,стоит пойти на пустышка,стоит пойти на пустышка,move_pirate_by_tile,tile
8735,8357,потопаюсь на людоеде,потопчусь на людоед,move_pirate_by_tile,tile
8736,8358,к болоту лучше,скорее к болото,move_pirate_by_tile,tile
8737,8359,я иду в джунгли которую люблю,шагаю к любимой джунгли,move_pirate_by_tile,tile
8738,8360,стоит на капкан идти,стоит пойти на капкан,move_pirate_by_tile,tile
8739,8361,быстрый лабиринт,лабиринт быстро,move_pirate_by_tile,tile
8740,8362,людоед мне туда,людоед мне туда,move_pirate_by_tile,tile
8741,8363,вам идти стоит на лед,стоит пойти на лед,move_pirate_by_tile,tile
8742,8364,в каннибала забралась я,я полез в людоед,move_pirate_by_tile,tile
8743,8365,дай мне пулю,шар мне туда,move_pirate_by_tile,tile
8744,8366,дело в деньгах,стоит пойти на деньги,move_pirate_by_tile,tile
8745,8367,потопчусь на крокодил,потопчусь на крокодил,move_pirate_by_tile,tile
8746,8368,я иду в горы,пойду на горы,move_pirate_by_tile,tile
8747,8369,воздушные шары очень быстрые,воздушный шар быстро,move_pirate_by_tile,tile
8748,8370,быстро капкан,капкан быстро,move_pirate_by_tile,tile
8749,8371,через бочка,через бочка,move_pirate_by_tile,tile
8750,8372,собираюсь я в полено,сбегаю в поляна,move_pirate_by_tile,tile
8751,8373,я в лед пойду,сбегаю в лед,move_pirate_by_tile,tile
8752,8374,я в боку л пош,я полез в бочка,move_pirate_by_tile,tile
8753,8375,стоит пойти на сундук,стоит пойти на сундук,move_pirate_by_tile,tile
8754,8376,я в сундук пошел,я полез в сундук,move_pirate_by_tile,tile
8755,8377,окунуться мне позволь в сокровищницу,потопчусь на сокровища,move_pirate_by_tile,tile
8756,8378,в болоте затону я,потопчусь на болото,move_pirate_by_tile,tile
8757,8379,указатель туда тебе,указатель мне туда,move_pirate_by_tile,tile
8758,8380,место я пойду в пустое а,потусуюсь в пустышка,move_pirate_by_tile,tile
8759,8381,дальше в пустую комнату,вперед в пустышка,move_pirate_by_tile,tile
8760,8382,на пустыню спускаюсь,спрячусь на пустыня,move_pirate_by_tile,tile
8761,8383,я по пустыни бегу,сбегаю в пустыня,move_pirate_by_tile,tile
8762,8384,к стрелку бегу я,сбегаю в стрелка,move_pirate_by_tile,tile
8763,8385,быстро болото,болото быстро,move_pirate_by_tile,tile
8764,8386,потопчусь на сундук,потопчусь на сундук,move_pirate_by_tile,tile
8765,8387,через крепость,через крепость,move_pirate_by_tile,tile
8766,8388,к леду вернусь я,вернусь на лед,move_pirate_by_tile,tile
8767,8389,я утопаю шар,потопчусь на воздушный шар,move_pirate_by_tile,tile
8768,8390,мы должны на поляну пойти,стоит пойти на поляна,move_pirate_by_tile,tile
8769,8391,на воздушный вернусь я шар,вернусь на воздушный шар,move_pirate_by_tile,tile
8770,8392,вернусь на лошадь,вернусь на лошадь,move_pirate_by_tile,tile
8771,8393,пулю продырявить,через шар,move_pirate_by_tile,tile
8772,8394,ведет меня он,указатель мне туда,move_pirate_by_tile,tile
8773,8395,посетил сундук,в гости к сундук,move_pirate_by_tile,tile
8774,8396,на пушке прямо,прямиком в пушка,move_pirate_by_tile,tile
8775,8397,пошел я на лед,я полез в лед,move_pirate_by_tile,tile
8776,8398,я спрячусь шаре в воздушном,спрячусь на воздушный шар,move_pirate_by_tile,tile
8777,8399,вернусь я к каннибалу,вернусь на людоед,move_pirate_by_tile,tile
8778,8400,пушке иду к своей любимой я,шагаю к любимой пушка,move_pirate_by_tile,tile
8779,8401,прям в болото,прямиком в болото,move_pirate_by_tile,tile
8780,8402,в болото сбегаю,сбегаю в болото,move_pirate_by_tile,tile
8781,8403,иду на бочка,иду на бочка,move_pirate_by_tile,tile
8782,8404,более менее на ноль,скорее к пустышка,move_pirate_by_tile,tile
8783,8405,быстро джунгли,джунгли быстро,move_pirate_by_tile,tile
8784,8406,я в горы пошел,я полез в горы,move_pirate_by_tile,tile
8785,8407,я на льду спрячусь,спрячусь на лед,move_pirate_by_tile,tile
8786,8408,я пойду к стрелке,иду на стрелка,move_pirate_by_tile,tile
8787,8409,буду я трахаться в л д,потусуюсь в лед,move_pirate_by_tile,tile
8788,8410,на деньги потопаюсь,потопчусь на деньги,move_pirate_by_tile,tile
8789,8411,я спрятаюсь в кладбище,спрячусь на сокровища,move_pirate_by_tile,tile
8790,8412,лучше для лошади,скорее к лошадь,move_pirate_by_tile,tile
8791,8413,к оружию скорее,скорее к пушка,move_pirate_by_tile,tile
8792,8414,на конь пойти стоит,стоит пойти на конь,move_pirate_by_tile,tile
8793,8415,шагаю пушка к любимой,шагаю к любимой пушка,move_pirate_by_tile,tile
8794,8416,на лед пойдем,вперед в лед,move_pirate_by_tile,tile
8795,8417,указатель,через указатель,move_pirate_by_tile,tile
8796,8418,в бочка полез я,я полез в бочка,move_pirate_by_tile,tile
8797,8419,быстро к бочке,скорее к бочка,move_pirate_by_tile,tile
8798,8420,я деньги переведу,пойду на деньги,move_pirate_by_tile,tile
8799,8421,на пустышка пойти стоит,стоит пойти на пустышка,move_pirate_by_tile,tile
8800,8422,вперед к крокодилу,вперед в крокодил,move_pirate_by_tile,tile
8801,8423,это стоит того чтобы пойти на воздушном шаре,стоит пойти на воздушный шар,move_pirate_by_tile,tile
8802,8424,стреляй туда мне,стрелка мне туда,move_pirate_by_tile,tile
8803,8425,я по болотам бродю,потусуюсь в болото,move_pirate_by_tile,tile
8804,8426,на стрелке прямо,прямиком в стрелка,move_pirate_by_tile,tile
8805,8427,в лес нам нужно попасть думаю,стоит пойти на ловушка,move_pirate_by_tile,tile
8806,8428,я на свою иду любимую лошадь,шагаю к любимой конь,move_pirate_by_tile,tile
8807,8429,в горы скорее,скорее к горы,move_pirate_by_tile,tile
8808,8430,полез я в лабиринт,я полез в лабиринт,move_pirate_by_tile,tile
8809,8431,к своему иду я любимому сокровищу,шагаю к любимой сокровища,move_pirate_by_tile,tile
8810,8432,мне сундук туда,сундук мне туда,move_pirate_by_tile,tile
8811,8433,скорее к болото,скорее к болото,move_pirate_by_tile,tile
8812,8434,на горы иду,иду на горы,move_pirate_by_tile,tile
8813,8435,спрячусь на лабиринт,спрячусь на лабиринт,move_pirate_by_tile,tile
8814,8436,я в самолет полез,я полез в самолет,move_pirate_by_tile,tile
8815,8437,в людоед полез я,я полез в людоед,move_pirate_by_tile,tile
8816,8438,я нравился в самолет который мне сел,шагаю к любимой самолет,move_pirate_by_tile,tile
8817,8439,мне в болото нужно,стоит пойти на болото,move_pirate_by_tile,tile
8818,8440,в пустыня полез я,я полез в пустыня,move_pirate_by_tile,tile
8819,8441,сбегаю в указатель,сбегаю в указатель,move_pirate_by_tile,tile
8820,8442,скорее к бочку,скорее к бочка,move_pirate_by_tile,tile
8821,8443,мы должны пойти на стрелку,стоит пойти на стрелка,move_pirate_by_tile,tile
8822,8444,прям в пушку,прямиком в пушка,move_pirate_by_tile,tile
8823,8445,я поеду в пустыню,пойду на пустыня,move_pirate_by_tile,tile
8824,8446,на ловушку иду я,пойду на ловушка,move_pirate_by_tile,tile
8825,8447,к указатель вперед,вперед в указатель,move_pirate_by_tile,tile
8826,8448,по сундуку,через сундук,move_pirate_by_tile,tile
8827,8449,на сундук потопчусь,потопчусь на сундук,move_pirate_by_tile,tile
8828,8450,я иду любимую в свою печаль,шагаю к любимой горы,move_pirate_by_tile,tile
8829,8451,дай мне туда крепость,крепость мне туда,move_pirate_by_tile,tile
8830,8452,буду я зависеть в каннибалы,потусуюсь в людоед,move_pirate_by_tile,tile
8831,8453,я вернусь с воздушным шаром,вернусь на воздушный шар,move_pirate_by_tile,tile
8832,8454,пошел я в конь,я полез в конь,move_pirate_by_tile,tile
8833,8455,в лес залезла я,я полез в капкан,move_pirate_by_tile,tile
8834,8456,в поляну дальше,вперед в поляна,move_pirate_by_tile,tile
8835,8457,на лошадь сел я,я полез в конь,move_pirate_by_tile,tile
8836,8458,шагаю к любимой воздушный шар,шагаю к любимой воздушный шар,move_pirate_by_tile,tile
8837,8459,я иду на индикатор,иду на указатель,move_pirate_by_tile,tile
8838,8460,шагаю к любимой лед,шагаю к любимой лед,move_pirate_by_tile,tile
8839,8461,в храмы пойду я,пойду на сокровища,move_pirate_by_tile,tile
8840,8462,скорее к лошади,скорее к конь,move_pirate_by_tile,tile
8841,8463,бегу я по каннибалу,сбегаю в людоед,move_pirate_by_tile,tile
8842,8464,которую попаду в ловушку я люблю больше всего,шагаю к любимой ловушка,move_pirate_by_tile,tile
8843,8465,вернусь на крокодил,вернусь на крокодил,move_pirate_by_tile,tile
8844,8466,быстро поляна,поляна быстро,move_pirate_by_tile,tile
8845,8467,прям к сокровищам,прямиком в сокровища,move_pirate_by_tile,tile
8846,8468,мне нужны сокровища мои,сокровища мне туда,move_pirate_by_tile,tile
8847,8469,в горы вперед,вперед в горы,move_pirate_by_tile,tile
8848,8470,в сокровищах спрячусь я,спрячусь на сокровища,move_pirate_by_tile,tile
8849,8471,я на индикатор иду,иду на указатель,move_pirate_by_tile,tile
8850,8472,в лабиринте потопчусь,потопчусь на лабиринт,move_pirate_by_tile,tile
8851,8473,иду я к лошади,иду на лошадь,move_pirate_by_tile,tile
8852,8474,я сбегаю на воздушном шаре,сбегаю в воздушный шар,move_pirate_by_tile,tile
8853,8475,д впер в крепость,вперед в крепость,move_pirate_by_tile,tile
8854,8476,пойду на пустыня,пойду на пустыня,move_pirate_by_tile,tile
8855,8477,я ходить буду в лабиринте,потусуюсь в лабиринт,move_pirate_by_tile,tile
8856,8478,на каннибал быстро,людоед быстро,move_pirate_by_tile,tile
8857,8479,утону я в крепости,потопчусь на крепость,move_pirate_by_tile,tile
8858,8480,взломала я стрелку,я полез в стрелка,move_pirate_by_tile,tile
8859,8481,на пушка пойду,пойду на пушка,move_pirate_by_tile,tile
8860,8482,быстрое сокровище,сокровища быстро,move_pirate_by_tile,tile
8861,8483,я на поляну пошел,я полез в поляна,move_pirate_by_tile,tile
8862,8484,в сокровище прямо,прямиком в сокровища,move_pirate_by_tile,tile
8863,8485,я посмотрю знак на этот,пойду на указатель,move_pirate_by_tile,tile
8864,8486,возвращайтесь на лошадь,вернусь на конь,move_pirate_by_tile,tile
8865,8487,потопчусь в джунгли,потопчусь на джунгли,move_pirate_by_tile,tile
8866,8488,на свою иду я любимую поляну,шагаю к любимой поляна,move_pirate_by_tile,tile
8867,8489,воздушный мне спускается шар в руки,потусуюсь в воздушный шар,move_pirate_by_tile,tile
8868,8490,вам стоит на поляну идти,стоит пойти на поляна,move_pirate_by_tile,tile
8869,8491,к болоту в гости,в гости к болото,move_pirate_by_tile,tile
8870,8492,вперед в ловушку,вперед в ловушка,move_pirate_by_tile,tile
8871,8493,вперед в горы,вперед в горы,move_pirate_by_tile,tile
8872,8494,в гостях к указательному указательному указательному указательному указатель,в гости к указатель,move_pirate_by_tile,tile
8873,8495,возвращайтесь шару к воздушному,вернусь на шар,move_pirate_by_tile,tile
8874,8496,я с каннибалом тону,потопчусь на людоед,move_pirate_by_tile,tile
8875,8497,я хочу потащиться в лбиринт,потусуюсь в лабиринт,move_pirate_by_tile,tile
8876,8498,быстрого самолет действия,самолет быстро,move_pirate_by_tile,tile
8877,8499,в деньги вперед,вперед в деньги,move_pirate_by_tile,tile
8878,8500,залез я в лед,я полез в лед,move_pirate_by_tile,tile
8879,8501,пойду я на ловушку,иду на ловушка,move_pirate_by_tile,tile
8880,8502,я пойду место в пустое,иду на пустышка,move_pirate_by_tile,tile
8881,8503,пойти стоит на самолет,стоит пойти на самолет,move_pirate_by_tile,tile
8882,8504,я иду к своей любимой поляне,шагаю к любимой поляна,move_pirate_by_tile,tile
8883,8505,в поляну прям в поляну,прямиком в поляна,move_pirate_by_tile,tile
8884,8506,полез я в сундук,я полез в сундук,move_pirate_by_tile,tile
8885,8507,мне капкан туда,капкан мне туда,move_pirate_by_tile,tile
8886,8508,лучше к людям,скорее к людоед,move_pirate_by_tile,tile
8887,8509,к лед скорее,скорее к лед,move_pirate_by_tile,tile
8888,8510,на лед вернусь,вернусь на лед,move_pirate_by_tile,tile
8889,8511,впер в воздушную д лодку,вперед в воздушный шар,move_pirate_by_tile,tile
8890,8512,пойду я на лабиринт,потусуюсь в лабиринт,move_pirate_by_tile,tile
8891,8513,мы должны идти по этому знаку,стоит пойти на указатель,move_pirate_by_tile,tile
8892,8514,потусуюсь в лед,потусуюсь в лед,move_pirate_by_tile,tile
8893,8515,потусуюсь в джунгли,потусуюсь в джунгли,move_pirate_by_tile,tile
8894,8516,я шару к любимому иду,шагаю к любимой шар,move_pirate_by_tile,tile
8895,8517,возвращайтесь к оружию,вернусь на пушка,move_pirate_by_tile,tile
8896,8518,сокровищ иду в поисках я,пойду на сокровища,move_pirate_by_tile,tile
8897,8519,шагаю к любимой ловушка,шагаю к любимой ловушка,move_pirate_by_tile,tile
8898,8520,я к своим иду любимым деньгам,шагаю к любимой деньги,move_pirate_by_tile,tile
8899,8521,на ловушку спускаюсь,спрячусь на ловушка,move_pirate_by_tile,tile
8900,8522,возвращайтесь в болото,вернусь на болото,move_pirate_by_tile,tile
8901,8523,я пошел на лед,я полез в лед,move_pirate_by_tile,tile
8902,8524,пойти стоит на поляна,стоит пойти на поляна,move_pirate_by_tile,tile
8903,8525,к сокровищам прям к,прямиком в сокровища,move_pirate_by_tile,tile
8904,8526,я иду к любимому сокровищу,шагаю к любимой сокровища,move_pirate_by_tile,tile
8905,8527,сундук быстро,сундук быстро,move_pirate_by_tile,tile
8906,8528,пойду на крепость,пойду на крепость,move_pirate_by_tile,tile
8907,8529,потопчусь на лабиринт,потопчусь на лабиринт,move_pirate_by_tile,tile
8908,8530,к лошадь скорее,скорее к лошадь,move_pirate_by_tile,tile
8909,8531,спрятаюсь я в болотах,спрячусь на болото,move_pirate_by_tile,tile
8910,8532,в ловушке лучше быть нам,скорее к ловушка,move_pirate_by_tile,tile
8911,8533,я иду на горы,пойду на горы,move_pirate_by_tile,tile
8912,8534,я в лесу спрятаюсь,спрячусь на лабиринт,move_pirate_by_tile,tile
8913,8535,я в клад забрался,я полез в сокровища,move_pirate_by_tile,tile
8914,8536,нам лучше в болото пойти,скорее к болото,move_pirate_by_tile,tile
8915,8537,мы едем в пустыню,вперед в пустыня,move_pirate_by_tile,tile
8916,8538,пойти стоит на пустышка,стоит пойти на пустышка,move_pirate_by_tile,tile
8917,8539,в крокодил иду я,иду на крокодил,move_pirate_by_tile,tile
8918,8540,всего иду к бочке которую люблю больше я,шагаю к любимой бочка,move_pirate_by_tile,tile
8919,8541,я в горы бегу,сбегаю в горы,move_pirate_by_tile,tile
8920,8542,пистолет мне дай,пушка мне туда,move_pirate_by_tile,tile
8921,8543,стрелка к любимой шагаю,шагаю к любимой стрелка,move_pirate_by_tile,tile
8922,8544,я на лошади бегу,сбегаю в лошадь,move_pirate_by_tile,tile
8923,8545,к лошади пойду я,потопчусь на конь,move_pirate_by_tile,tile
8924,8546,в крепость бегу я,сбегаю в крепость,move_pirate_by_tile,tile
8925,8547,посещение пустоты,в гости к пустышка,move_pirate_by_tile,tile
8926,8548,потопчусь на горы,потопчусь на горы,move_pirate_by_tile,tile
8927,8549,я еду в лбиринт,пойду на лабиринт,move_pirate_by_tile,tile
8928,8550,я пошел на лошадь,я полез в лошадь,move_pirate_by_tile,tile
8929,8551,на лабиринт вернусь,вернусь на лабиринт,move_pirate_by_tile,tile
8930,8552,я пошел в горы,я полез в горы,move_pirate_by_tile,tile
8931,8553,дай джунгли мне,джунгли мне туда,move_pirate_by_tile,tile
8932,8554,я спрятаюсь в каннибалы,спрячусь на людоед,move_pirate_by_tile,tile
8933,8555,к бочке пойду я,иду на бочка,move_pirate_by_tile,tile
8934,8556,в гостях к лошади,в гости к лошадь,move_pirate_by_tile,tile
8935,8557,мне туда ловушка,ловушка мне туда,move_pirate_by_tile,tile
8936,8558,я на коня иду,иду на конь,move_pirate_by_tile,tile
8937,8559,я к любимой иду поляне,шагаю к любимой поляна,move_pirate_by_tile,tile
8938,8560,я в каннибале была,я полез в людоед,move_pirate_by_tile,tile
8939,8561,вперед в болото,вперед в болото,move_pirate_by_tile,tile
8940,8562,в ловушку сбежал я,сбегаю в ловушка,move_pirate_by_tile,tile
8941,8563,я иду к бочке всего люблю больше которую,шагаю к любимой бочка,move_pirate_by_tile,tile
8942,8564,я спрячуся в лабиринте,спрячусь на лабиринт,move_pirate_by_tile,tile
8943,8565,я воздушным иду шаром,иду на воздушный шар,move_pirate_by_tile,tile
8944,8566,с крокодилами потусуюсь я,потусуюсь в крокодил,move_pirate_by_tile,tile
8945,8567,к стрелка в гости,в гости к стрелка,move_pirate_by_tile,tile
8946,8568,к деньгам скорее,скорее к деньги,move_pirate_by_tile,tile
8947,8569,иду я бочка туда,бочка мне туда,move_pirate_by_tile,tile
8948,8570,на самолете спрячуся я,спрячусь на самолет,move_pirate_by_tile,tile
8949,8571,я спрячуся на сокровищах,спрячусь на сокровища,move_pirate_by_tile,tile
8950,8572,я с деньгами вернусь,вернусь на деньги,move_pirate_by_tile,tile
8951,8573,я по горам иду,иду на горы,move_pirate_by_tile,tile
8952,8574,со льдом лучше пойду я,скорее к лед,move_pirate_by_tile,tile
8953,8575,в поляну прямо,прямиком в поляна,move_pirate_by_tile,tile
8954,8576,вернусь на бочка,вернусь на бочка,move_pirate_by_tile,tile
8955,8577,потусоваться с сокровищами,потусуюсь в сокровища,move_pirate_by_tile,tile
8956,8578,продырять пулю,через шар,move_pirate_by_tile,tile
8957,8579,в крепость прямиком,прямиком в крепость,move_pirate_by_tile,tile
8958,8580,я к своей иду любимой ловушке,шагаю к любимой ловушка,move_pirate_by_tile,tile
8959,8581,потопчусь на деньги,потопчусь на деньги,move_pirate_by_tile,tile
8960,8582,я иду к своей любимой бочке,шагаю к любимой бочка,move_pirate_by_tile,tile
8961,8583,пустыня мне туда,пустыня мне туда,move_pirate_by_tile,tile
8962,8584,самолет туда меня отвезет,самолет мне туда,move_pirate_by_tile,tile
8963,8585,шагаю капкан к любимой,шагаю к любимой капкан,move_pirate_by_tile,tile
8964,8586,я иду к своему любимому пистолету,шагаю к любимой пушка,move_pirate_by_tile,tile
8965,8587,я сплю в пустоту,спрячусь на пустышка,move_pirate_by_tile,tile
8966,8588,я на самолет еду,иду на самолет,move_pirate_by_tile,tile
8967,8589,через коня,через конь,move_pirate_by_tile,tile
8968,8590,на горы стоит идти,стоит пойти на горы,move_pirate_by_tile,tile
8969,8591,по коням,вперед в конь,move_pirate_by_tile,tile
8970,8592,я в поляну поеду,потусуюсь в поляна,move_pirate_by_tile,tile
8971,8593,я иду в пустыню которую люблю,шагаю к любимой пустыня,move_pirate_by_tile,tile
8972,8594,я бегу к сокровищам,сбегаю в сокровища,move_pirate_by_tile,tile
8973,8595,потусуюсь в лабиринт,потусуюсь в лабиринт,move_pirate_by_tile,tile
8974,8596,туда д пойдет пусть л,лед мне туда,move_pirate_by_tile,tile
8975,8597,к лабиринту в гости,в гости к лабиринт,move_pirate_by_tile,tile
8976,8598,прямо на поляну,прямиком в поляна,move_pirate_by_tile,tile
8977,8599,я переведу деньги,пойду на деньги,move_pirate_by_tile,tile
8978,8600,погрузиться мне позволь в сокровище,потопчусь на сокровища,move_pirate_by_tile,tile
8979,8601,я сражаюсь с пушкой,потусуюсь в пушка,move_pirate_by_tile,tile
8980,8602,убежал я в болоте,я полез в болото,move_pirate_by_tile,tile
8981,8603,прямо в указатель,прямиком в указатель,move_pirate_by_tile,tile
8982,8604,я в пушку пошел,я полез в пушка,move_pirate_by_tile,tile
8983,8605,если хочешь чтобы тебя поймали нужно в ловушку попасть,стоит пойти на капкан,move_pirate_by_tile,tile
8984,8606,в поляна вперед,вперед в поляна,move_pirate_by_tile,tile
8985,8607,пойду я к стрелке,иду на стрелка,move_pirate_by_tile,tile
8986,8608,я потопчу лошадь,потопчусь на лошадь,move_pirate_by_tile,tile
8987,8609,к крокодилу скорее,скорее к крокодил,move_pirate_by_tile,tile
8988,8610,вперед в крепость,вперед в крепость,move_pirate_by_tile,tile
8989,8611,быстро горы растут,горы быстро,move_pirate_by_tile,tile
8990,8612,по шару д впер,вперед в шар,move_pirate_by_tile,tile
8991,8613,на болото спускаюсь,спрячусь на болото,move_pirate_by_tile,tile
8992,8614,я сбегаю шаре на воздушном,сбегаю в воздушный шар,move_pirate_by_tile,tile
8993,8615,я в пули стреляю,иду на шар,move_pirate_by_tile,tile
8994,8616,я залезла в крокодил,я полез в крокодил,move_pirate_by_tile,tile
8995,8617,стоит пойти на сокровища,стоит пойти на сокровища,move_pirate_by_tile,tile
8996,8618,думаю нам стоит на гору подняться,стоит пойти на горы,move_pirate_by_tile,tile
8997,8619,туда мне лед,лед мне туда,move_pirate_by_tile,tile
8998,8620,на капкан вернусь,вернусь на капкан,move_pirate_by_tile,tile
8999,8621,вернусь на поляну,вернусь на поляна,move_pirate_by_tile,tile
9000,8622,нам напасть лучше на стрелка,стоит пойти на стрелка,move_pirate_by_tile,tile
9001,8623,туда мне поляна,поляна мне туда,move_pirate_by_tile,tile
9002,8624,я бегу по каннибалу,сбегаю в людоед,move_pirate_by_tile,tile
9003,8625,я на ловушку пойду,иду на ловушка,move_pirate_by_tile,tile
9004,8626,я в лес попасть хочу,иду на капкан,move_pirate_by_tile,tile
9005,8627,возвращайтесь в ловушку,вернусь на капкан,move_pirate_by_tile,tile
9006,8628,пустыня быстротечна,пустыня быстро,move_pirate_by_tile,tile
9007,8629,на болото пойти стоит,стоит пойти на болото,move_pirate_by_tile,tile
9008,8630,через самолет,через самолет,move_pirate_by_tile,tile
9009,8631,к своей перейдите любимой курсору,шагаю к любимой указатель,move_pirate_by_tile,tile
9010,8632,я в пулю вернусь,вернусь на шар,move_pirate_by_tile,tile
9011,8633,через воздушный шар,через воздушный шар,move_pirate_by_tile,tile
9012,8634,на бочку пойду,пойду на бочка,move_pirate_by_tile,tile
9013,8635,я полез в деньги,я полез в деньги,move_pirate_by_tile,tile
9014,8636,я к любимому иду стрелку,шагаю к любимой стрелка,move_pirate_by_tile,tile
9015,8637,шагаю шар к любимой,шагаю к любимой шар,move_pirate_by_tile,tile
9016,8638,стоит на людоед пойти,стоит пойти на людоед,move_pirate_by_tile,tile
9017,8639,сбегаю я в пистолет,сбегаю в пушка,move_pirate_by_tile,tile
9018,8640,на ловушка иду,иду на ловушка,move_pirate_by_tile,tile
9019,8641,прямо на воздушном шаре,прямиком в воздушный шар,move_pirate_by_tile,tile
9020,8642,в джунгли полез я,я полез в джунгли,move_pirate_by_tile,tile
9021,8643,я в шарик пойду,иду на воздушный шар,move_pirate_by_tile,tile
9022,8644,прямо в лабиринт,прямиком в лабиринт,move_pirate_by_tile,tile
9023,8645,спрячусь на пустышка,спрячусь на пустышка,move_pirate_by_tile,tile
9024,8646,я в сундучок пойду,пойду на сундук,move_pirate_by_tile,tile
9025,8647,посещение в сундуке,в гости к сундук,move_pirate_by_tile,tile
9026,8648,я в капкан полез,я полез в капкан,move_pirate_by_tile,tile
9027,8649,те на самол,через самолет,move_pirate_by_tile,tile
9028,8650,я с ней потруюсь,потусуюсь в пустышка,move_pirate_by_tile,tile
